"advisor_raw","n_tesis","n_programas","anio_min","anio_max","programas","ejemplo_titulo","advisor_canonical_sugerido","metodo_sugerencia","notas"
"Mtra. Gaudalupe González",1,1,2006,2006,"Ciencia Política y Relaciones Internacionales","La política migratoria de Estados Unidos frente a Latinoamérica: los casos de México y Cuba ¿por qué las diferencias?","Gaudalupe González","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Guadalupe Barrera Nájera",1,1,2011,2011,"Derecho","La inexistencia de la responsabilidad de proteger en el derecho internacional público","Guadalupe Barrera Nájera","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Julieta Lira García",1,1,2025,2025,"Derecho","Fertilización de océanos: análisis de la legislación ambiental en México","Julieta Lira García","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Karla Iréndira Gallo Campos",1,1,2011,2011,"Derecho","Los adolescentes que llevan a cabo conductas previstas como tráfico de personas en la frontera norte de México: análisis desde un enfoque de derechos","Karla Iréndira Gallo Campos","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Kate Brown de Vejar",1,1,2013,2013,"Derecho","El valor jurídico de los prerrequisitos de arbitraje en el derecho internacional de inversión extranjera","Kate Brown De Vejar","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Maite Guijarro Arrillaga",1,1,2004,2004,"Economía y Política Internacional","Reforma fiscal y estabilidad económica","María Teresa Guijarro Arrillaga","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. María Solange Maqueo",1,1,2011,2011,"Derecho","El monopolio de la notificación judicial como una de las causas de la pérdida de eficiencia en el sistema de emplazamientos","María Solange Maqueo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Nora Morales Rodríguez",1,1,2012,2012,"Derecho","Análisis de la retroactividad de la reforma al régimen de consolidación fiscal vigente a partir de 2010","Nora Morales Rodríguez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Samantha Orlena Ortiz Casillas",1,1,2024,2024,"Administración y Políticas Públicas","Efectos del modelo de acreditación del Sistema de Aseguramiento de la Calidad de la Educación Superior en Colombia","Samantha Orlena Ortiz Casillas","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Ximena María Medellín Urquiaga",1,1,2017,2017,"Derecho","Procedimiento para el otorgamiento de la condición de refugiado de niños, niñas y adolescentes migrantes no acompañados en México: una visión normativa y su aplicación práctica en Palenque, Chiapas","Ximena María Medellín Urquiaga","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Alberto Serdán Rosales",1,1,2015,2015,"Periodismo y Asuntos Públicos","Los maestros de a pie de Oaxaca: la relación con sus líderes sindicales y la reforma educativa","Alberto Serdán Rosales","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Alfonso Ascencio Herrera",1,1,2016,2016,"Derecho","La prevalencia del proceso de delimitación sobre el de determinación del margen exterior de la plataforma continental más allá de las 200 M","Alfonso Ascencio Herrera","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Ariel Ramos Marcin",1,1,2009,2009,"Derecho","Proyectos de prestación de servicios en México: una propuesta de reforma legislativa","Ariel Ramos Marcin","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Atanacio Valencia Mendoza",1,1,2010,2010,"Economía de la Salud","Análisis de la eficiencia técnica de las unidades de medicina familiar del Instituto Mexicano del Seguro Social","Atanasio Valencia Mendoza","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Carlos Fernando Lozada Almada",1,1,2010,2010,"Derecho","Estudio comparativo del fideicomiso de garantía y la prenda sin transmisión de posesión desde la perspectiva del acreedor","Carlos Fernando Lozada Almada","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Christian Turegano Roldan",1,1,2011,2011,"Derecho","Arbitraje estado-individuo: la necesidad de incluir en normas internas mexicanas, los estándares de protección a la inversión extranjera que se encuentra en tratados internacionales","Christian Turegano Roldan","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Dirk Zavala Rubach",1,1,2010,2010,"Derecho","La centralización en el federalismo fiscal mexicano: análisis económico del derecho del sistema de participaciones","Dirk Zavala Rubach","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Eduardo Villarreal Cantú",1,1,2015,2015,"Administración y Políticas Públicas","La participación ciudadana en políticas públicas: los consejos estatales de participación social en educación","Eduardo Villarreal Cantú","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Gabriel Stephan Rojas Salazar",1,1,2023,2023,"Gestión Pública","Identificación y caracterización de los Institutos de Planeación en México al 2022","Gabriel Stephan Rojas Salazar","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Guillermo Cejudo",1,1,2008,2008,"Administración y Políticas Públicas","Las transferencias condicionadas en México: el caso de la educación básica","Guillermo Miguel Cejudo Ramírez","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Guillermo M. Cejudo Martínez",1,1,2009,2009,"Administración y Políticas Públicas","Análisis del proceso de la política cultural del municipio de Querétaro","Guillermo M Cejudo Martínez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Guillerno Manuel Cejudo Martínez",1,1,2009,2009,"Administración y Políticas Públicas","Políticas de revitalización y espacio público: el caso del Centro Histórico de la Ciudad de México","Guillerno Manuel Cejudo Martínez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Guus Zwitser",1,1,2022,2022,"Políticas Públicas","Cambios en las dinámicas de consumo de drogas en la comunidad estudiantil del CIDE durante la pandemia por COVID-19","Guus Zwitser","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Ignacio Marván Laborde",1,1,2010,2010,"Ciencia Política y Relaciones Internacionales","Anulación de elecciones en México: ¿el elector es fiscal de los valores democráticos?","Ignacio Marván Laborde","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Itza Tlaloc Quetzacoatl Curiel Cabral",1,1,2016,2016,"Gerencia Pública","Análisis de la situación de las finanzas públicas y endeudamiento subnacional de las entidades federativas","Itza Tláloc Quetzalcóatl Curiel Cabral","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Javier Márquez Peña",1,1,2024,2024,"Ciencia Política y Relaciones Internacionales","¿Importa la competencia?: un estudio sobre la responsividad, la productividad y la reelección legislativas en México (2006-2020)","Javier Márquez Peña","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Jorge A. Schiavon Uriegas",1,1,2014,2014,"Ciencia Política y Relaciones Internacionales","Tensión asociada al narcotráfico entre Estados Unidos y México, 2006-2012","Jorge Alberto Schiavon Uriegas","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Juan Cortiñas Barajas",1,1,2012,2012,"Derecho","El problema teórico de la declaración unilateral de la voluntad bajo el concepto romano de la obligación","Juan Cortiñas Barajas","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Juan Fernando Ibarra",1,1,2012,2012,"Administración y Políticas Públicas","Implementación de la política de residuos sólidos en el Distrito Federal","Juan Fernando Ibarra","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Juan Salgado Ibarra",1,1,2011,2011,"Administración y Políticas Públicas","Factores que inciden en la implementación de reformas policiales municipales: los casos de los municipios de Nezahualcóyotl y Chihuahua","Juan Salgado Ibarra","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Luis Manuel Jardón Piña",1,1,2012,2012,"Derecho","La integración sistémica de las claúsulas de renuncia expresa de derechos de reparación en nombre de los individuos contenidas en los tratados de paz de la Segunda Guerra Mundial","Luis Manuel Jardón Piña","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Luis Medina Peña",1,1,2000,2000,"Ciencia Política y Relaciones Internacionales","Jefaturas políticas en Oaxaca, 1876-1888","Luis Medina Peña","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Martín Moguel Gloria",1,1,2008,2008,"Derecho","Opiniones de la Comisión Federal de Competencia en procesos de licitación: procedencia del juicio de amparo","Martín Moguel Gloria","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Miguel Ricardo Quintana Navarrete",1,1,2013,2013,"Derecho","Violencia institucional y feminicidio en el estado de México: estudio del caso de Nadia Alejandra Muciño Márquez","Miguel Ricardo Quintana Navarrete","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Miguel Óscar Casillas Sandoval",1,1,2025,2025,"Derecho","Implicaciones del control convencional sobre normas constitucionales en la legitimidad de la Corte Interamericana de Derechos Humanos","Miguel Óscar Casillas Sandoval","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Pablo Rojo Calzada",1,1,2011,2011,"Administración y Políticas Públicas","Influencia de factores organizacionales e institucionales de la administración pública municipal en los procesos de planeación para el desarrollo","Pablo Rojo Calzada","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Raúl Aníbal Feliz",1,1,2018,2018,"Economía","Un modelo afín para la estructura temporal de la tasa de interés real en México","Raúl Aníbal Feliz","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Ricardo Araiza Celaya",1,1,2006,2006,"Administración y Políticas Públicas","Reforma judicial y eficiencia de la administración de justicia en México","Ricardo Araiza Celaya","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Rodolfo Gracía del Castillo",1,1,2010,2010,"Administración y Políticas Públicas","Estrategias locales para el desarrollo: la producción de nopal en la delegación Milpa Alta, un estudio de caso para el análisis competitivo","Rodolfo García Del Castillo","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Rodrigo Elizarrarás Álvarez",1,1,2015,2015,"Administración y Políticas Públicas","Variaciones de la implementación de la reforma policial de 2008 en tres municipios de México","Rodrigo Elizarrarás Álvarez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Rodrigo Garnica Soberanes",1,1,2008,2008,"Derecho","¿Son los estímulos fiscales y los subsidios ingresos acumulables para el efecto del pago del impuesto sobre la renta?","Rodrigo Garnica Soberanes","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Salomón Chertorivski Woldenberg",1,1,2021,2021,"Administración y Políticas Públicas","La terminación del Seguro Popular y el diseño del INSABI para atender enfermedades catastróficas en la población sin seguridad social","Salomón Chertorivski Woldenberg","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
